Timestamp,LatencyMs,Type
1764185722.245691,0.037193,Range
1764185722.245753,0.091791,Range
1764185722.245758,0.093222,Value
1764185722.245762,0.088215,Value
1764185722.250718,0.078678,Value
1764185722.250734,0.081301,Range
1764185722.250756,0.083685,Range
1764185722.250759,0.066757,Value
1764185722.250764,0.050068,Value
1764185722.255716,0.069857,Value
1764185722.255774,0.093222,Range
1764185722.255778,0.086546,Value
1764185722.255838,0.134468,Range
1764185722.255847,0.134230,Range
1764185722.260735,0.084639,Value
1764185722.260750,0.079393,Range
1764185722.260754,0.071049,Value
1764185722.260761,0.040054,Range
1764185722.260765,0.032902,Value
1764185722.265741,0.073671,Value
1764185722.265744,0.069618,Value
1764185722.265762,0.057220,Range
1764185722.265772,0.059605,Range
1764185722.265782,0.046968,Range
1764185722.270815,0.130415,Range
1764185722.270822,0.115395,Range
1764185722.270851,0.113249,Range
1764185722.270862,0.102520,Range
1764185722.270870,0.082254,Range
1764185722.275778,0.090837,Range
1764185722.275788,0.070333,Range
1764185722.275799,0.075340,Range
1764185722.275804,0.053644,Range
1764185722.275812,0.045776,Range
1764185722.280789,0.088930,Value
1764185722.280796,0.075102,Value
1764185722.280799,0.064850,Value
1764185722.280812,0.042677,Range
1764185722.280823,0.038385,Range
1764185722.285769,0.062466,Value
1764185722.285783,0.062466,Range
1764185722.285788,0.051975,Value
1764185722.285797,0.042439,Range
1764185722.285801,0.037670,Value
1764185722.290879,0.146151,Range
1764185722.290883,0.138283,Value
1764185722.290892,0.122070,Range
1764185722.290906,0.091314,Range
1764185722.290913,0.056982,Range
1764185722.295832,0.087976,Range
1764185722.295840,0.068903,Range
1764185722.295844,0.067234,Value
1764185722.295870,0.063896,Range
1764185722.295874,0.055075,Value
1764185722.300798,0.056505,Value
1764185722.300801,0.049114,Value
1764185722.300803,0.039816,Value
1764185722.300840,0.049829,Range
1764185722.300846,0.052452,Value
1764185722.305827,0.070810,Value
1764185722.305831,0.063419,Value
1764185722.305835,0.050783,Value
