Timestamp,LatencyMs,Type,PTreeReleased,PTreeAllocated
1764629459.735413,0.088930,Value,1536,4032
1764629459.735455,0.109673,Range,1536,4032
1764629459.735476,0.112295,Value,1536,4032
1764629459.735486,0.117302,Value,1536,4032
1764629459.735501,0.128508,Value,1536,4032
1764629459.735522,0.103474,Value,1536,4032
1764629459.735531,0.064135,Range,1536,4032
1764629459.735534,0.053883,Value,1536,4032
1764629459.735543,0.047445,Range,1536,4032
1764629459.735548,0.030518,Range,1536,4032
1764629459.745397,0.068665,Value,2496,8832
1764629459.745416,0.059128,Range,2496,8832
1764629459.745430,0.060081,Value,2496,8832
1764629459.745443,0.061750,Range,2496,8832
1764629459.745447,0.060081,Value,2496,8832
1764629459.755380,0.040293,Range,2688,11136
1764629459.755394,0.043869,Range,2688,11136
1764629459.755399,0.044107,Value,2688,11136
1764629459.755402,0.038385,Value,2688,11136
1764629459.755405,0.033855,Value,2688,11136
1764629459.765442,0.095129,Range,3552,15168
1764629459.765455,0.085831,Range,3552,15168
1764629459.765460,0.072718,Range,3552,15168
1764629459.765464,0.063658,Range,3552,15168
1764629459.765469,0.056982,Value,3552,15168
1764629459.775413,0.060320,Value,5280,18816
1764629459.775417,0.052452,Value,5280,18816
1764629459.775420,0.048637,Value,5280,18816
1764629459.775428,0.038862,Range,5280,18816
1764629459.775432,0.033617,Value,5280,18816
1764629459.785408,0.053644,Value,5280,19104
1764629459.785419,0.048876,Range,5280,19104
1764629459.785436,0.049353,Range,5280,19104
1764629459.785440,0.047684,Value,5280,19104
1764629459.785447,0.041723,Range,5280,19104
1764629459.795449,0.079393,Value,5280,20832
1764629459.795460,0.075579,Range,5280,20832
1764629459.795467,0.063658,Range,5280,20832
1764629459.795475,0.051737,Range,5280,20832
1764629459.795479,0.036955,Range,5280,20832
1764629459.805450,0.062227,Range,6816,25824
1764629459.805456,0.055790,Range,6816,25824
1764629459.805463,0.052214,Range,6816,25824
1764629459.805470,0.044346,Range,6816,25824
1764629459.805474,0.041723,Value,6816,25824
1764629459.815433,0.046730,Value,6912,28416
1764629459.815437,0.041485,Value,6912,28416
1764629459.815440,0.037909,Value,6912,28416
1764629459.815454,0.040531,Range,6912,28416
1764629459.815465,0.035524,Range,6912,28416
1764629459.825455,0.053406,Value,7008,30528
1764629459.825492,0.079393,Range,7008,30528
1764629459.825497,0.065327,Range,7008,30528
1764629459.825501,0.056744,Range,7008,30528
1764629459.825504,0.053883,Value,7008,30528
1764629459.835449,0.040770,Value,7104,32448
1764629459.835453,0.031710,Value,7104,32448
1764629459.835455,0.026226,Value,7104,32448
1764629459.835461,0.026703,Value,7104,32448
1764629459.835469,0.023365,Range,7104,32448
1764629459.845466,0.046968,Value,7104,33120
1764629459.845469,0.038862,Value,7104,33120
1764629459.845477,0.039101,Range,7104,33120
1764629459.845486,0.028849,Range,7104,33120
1764629459.845489,0.027180,Value,7104,33120
1764629459.855493,0.059128,Value,7104,33504
1764629459.855512,0.060558,Range,7104,33504
1764629459.855517,0.057936,Value,7104,33504
1764629459.855542,0.072956,Range,7104,33504
1764629459.855550,0.064373,Range,7104,33504
1764629459.865482,0.037432,Value,7584,36768
1764629459.865490,0.035524,Value,7584,36768
1764629459.865493,0.033617,Value,7584,36768
1764629459.865502,0.029564,Range,7584,36768
1764629459.865506,0.028610,Value,7584,36768
1764629459.875587,0.126600,Range,7680,38976
1764629459.875597,0.123978,Value,7680,38976
1764629459.875612,0.113964,Range,7680,38976
1764629459.875623,0.103712,Range,7680,38976
1764629459.875628,0.092030,Range,7680,38976
1764629459.885509,0.046968,Value,8064,41952
1764629459.885514,0.039816,Value,8064,41952
1764629459.885518,0.037909,Value,8064,41952
1764629459.885521,0.030518,Value,8064,41952
1764629459.885526,0.021458,Range,8064,41952
1764629459.895522,0.050545,Value,8160,43968
1764629459.895541,0.049591,Range,8160,43968
1764629459.895545,0.046492,Value,8160,43968
1764629459.895547,0.044346,Value,8160,43968
1764629459.895550,0.031948,Value,8160,43968
1764629459.905564,0.079632,Range,8640,47904
1764629459.905578,0.082016,Range,8640,47904
1764629459.905586,0.070810,Range,8640,47904
1764629459.905590,0.067711,Value,8640,47904
1764629459.905593,0.057936,Value,8640,47904
1764629459.915543,0.055075,Value,9024,53088
1764629459.915580,0.073671,Range,9024,53088
1764629459.915585,0.066280,Range,9024,53088
1764629459.915596,0.065565,Range,9024,53088
1764629459.915600,0.063658,Value,9024,53088
1764629459.925564,0.056982,Range,10368,58464
1764629459.925574,0.048637,Range,10368,58464
1764629459.925579,0.045300,Value,10368,58464
1764629459.925582,0.041723,Value,10368,58464
1764629459.925584,0.035048,Value,10368,58464
1764629459.935605,0.086784,Range,10464,60000
1764629459.935614,0.084639,Range,10464,60000
1764629459.935619,0.078917,Range,10464,60000
1764629459.935627,0.067711,Range,10464,60000
1764629459.935635,0.060320,Range,10464,60000
1764629459.945551,0.030518,Value,10464,60864
1764629459.945554,0.025749,Value,10464,60864
1764629459.945558,0.020981,Value,10464,60864
1764629459.945561,0.018597,Value,10464,60864
1764629459.945563,0.015736,Value,10464,60864
1764629459.955604,0.062466,Range,13248,66720
1764629459.955615,0.059605,Range,13248,66720
1764629459.955619,0.060320,Value,13248,66720
1764629459.955622,0.054121,Value,13248,66720
1764629459.955629,0.043154,Range,13248,66720
1764629459.965616,0.065804,Range,15456,70560
1764629459.965621,0.061512,Value,15456,70560
1764629459.965628,0.057220,Range,15456,70560
1764629459.965635,0.057936,Value,15456,70560
1764629459.965642,0.050545,Range,15456,70560
1764629459.975617,0.051737,Range,15456,70752
1764629459.975623,0.046015,Value,15456,70752
1764629459.975626,0.040770,Value,15456,70752
1764629459.975635,0.032902,Range,15456,70752
1764629459.975656,0.043392,Range,15456,70752
1764629459.985622,0.052929,Range,16608,76224
1764629459.985634,0.054359,Range,16608,76224
1764629459.985639,0.052691,Value,16608,76224
1764629459.985644,0.048876,Value,16608,76224
1764629459.985648,0.042200,Value,16608,76224
1764629459.995627,0.049353,Range,18528,80928
1764629459.995632,0.042915,Value,18528,80928
1764629459.995635,0.039577,Value,18528,80928
1764629459.995644,0.041246,Range,18528,80928
1764629459.995647,0.035524,Value,18528,80928
1764629460.005635,0.046968,Value,18528,82752
1764629460.005676,0.074625,Range,18528,82752
1764629460.005681,0.068665,Value,18528,82752
1764629460.005684,0.066042,Value,18528,82752
1764629460.005694,0.064135,Range,18528,82752
1764629460.015653,0.052452,Range,19008,89472
1764629460.015686,0.076532,Range,19008,89472
1764629460.015695,0.074863,Range,19008,89472
1764629460.015699,0.074625,Value,19008,89472
1764629460.015708,0.066519,Range,19008,89472
1764629460.025643,0.035048,Value,19104,91296
1764629460.025657,0.042915,Range,19104,91296
