Timestamp,LatencyMs,Type
1764185887.010862,0.084877,Range
1764185887.015814,0.077486,Range
1764185887.015820,0.069141,Value
1764185887.015829,0.058889,Range
1764185887.015833,0.051737,Value
1764185887.015836,0.047207,Value
1764185887.020791,0.054836,Value
1764185887.020795,0.051260,Value
1764185887.020798,0.039101,Value
1764185887.020801,0.026464,Value
1764185887.020803,0.015974,Value
1764185887.025823,0.080347,Value
1764185887.025842,0.087261,Range
1764185887.025853,0.081062,Range
1764185887.025881,0.083208,Range
1764185887.025885,0.068188,Value
1764185887.030858,0.099421,Range
1764185887.030867,0.079393,Range
1764185887.030872,0.050306,Range
1764185887.030879,0.048876,Range
1764185887.030890,0.044823,Range
1764185887.035813,0.057936,Value
1764185887.035817,0.051498,Value
1764185887.035886,0.105143,Range
1764185887.035891,0.106335,Value
1764185887.035899,0.089645,Range
1764185887.040840,0.062943,Range
1764185887.040844,0.053167,Value
1764185887.040851,0.043392,Range
1764185887.040854,0.032902,Value
1764185887.040859,0.033855,Value
1764185887.045839,0.062943,Value
