Timestamp,LatencyMs,Type,PTreeReleased,PTreeAllocated
1764630702.152915,0.112295,Value,192,1536
1764630702.152977,0.153065,Range,192,1536
1764630702.152992,0.142813,Range,192,1536
1764630702.153007,0.147581,Range,192,1536
1764630702.153020,0.148058,Range,192,1536
1764630702.153036,0.099659,Range,192,1536
1764630702.153041,0.058413,Value,192,1536
1764630702.153045,0.044107,Value,192,1536
1764630702.153048,0.034809,Value,192,1536
1764630702.153052,0.021696,Value,192,1536
1764630702.162890,0.075817,Value,384,3072
1764630702.162900,0.071764,Value,384,3072
1764630702.162922,0.076771,Range,384,3072
1764630702.162929,0.063181,Range,384,3072
1764630702.162932,0.058651,Value,384,3072
1764630702.172898,0.066996,Range,384,5472
1764630702.172905,0.054836,Range,384,5472
1764630702.172910,0.048876,Value,384,5472
1764630702.172917,0.040054,Range,384,5472
1764630702.172922,0.031948,Range,384,5472
1764630702.182892,0.048399,Range,672,8640
1764630702.182898,0.049829,Value,672,8640
1764630702.182902,0.048161,Value,672,8640
1764630702.182909,0.039816,Range,672,8640
1764630702.182917,0.036478,Range,672,8640
1764630702.192891,0.047922,Value,672,11136
1764630702.192895,0.044823,Value,672,11136
1764630702.192898,0.036716,Value,672,11136
1764630702.192901,0.031233,Value,672,11136
1764630702.192908,0.026464,Range,672,11136
1764630702.202893,0.041246,Value,864,13152
1764630702.202904,0.031948,Range,864,13152
1764630702.202908,0.029325,Value,864,13152
1764630702.202911,0.027180,Value,864,13152
1764630702.202914,0.025749,Value,864,13152
1764630702.212962,0.095367,Range,864,16032
1764630702.212992,0.108957,Range,864,16032
1764630702.212998,0.089884,Range,864,16032
1764630702.213004,0.079393,Range,864,16032
1764630702.213010,0.069618,Range,864,16032
1764630702.222950,0.075817,Range,960,19488
1764630702.222960,0.074387,Value,960,19488
1764630702.222967,0.066042,Value,960,19488
1764630702.222975,0.061035,Range,960,19488
1764630702.222981,0.056028,Range,960,19488
1764630702.232970,0.085592,Range,960,19776
1764630702.232980,0.075579,Range,960,19776
1764630702.232985,0.066996,Value,960,19776
1764630702.232993,0.059366,Value,960,19776
1764630702.242551,9.622812,Range,960,20256
1764630702.242936,0.050545,Value,960,20256
1764630702.242965,0.069380,Range,960,20256
1764630702.242984,0.071287,Range,960,20256
1764630702.242992,0.061274,Range,960,20256
1764630702.252553,0.034332,Value,960,21024
1764630702.252942,0.046015,Value,960,21024
1764630702.252957,0.041962,Range,960,21024
1764630702.252964,0.036001,Range,960,21024
1764630702.252977,0.038385,Range,960,21024
1764630702.262673,0.008583,Range,1056,24000
1764630702.262949,0.033617,Range,1056,24000
1764630702.262955,0.031233,Value,1056,24000
1764630702.262963,0.023127,Range,1056,24000
1764630702.262968,0.024319,Value,1056,24000
1764630702.272720,0.006437,Value,1152,29472
1764630702.272946,0.027418,Value,1152,29472
1764630702.272950,0.022173,Value,1152,29472
1764630702.272953,0.017881,Value,1152,29472
1764630702.272959,0.017166,Range,1152,29472
1764630702.282724,0.015497,Range,1344,32832
1764630702.282967,0.037670,Value,1344,32832
1764630702.282982,0.036240,Range,1344,32832
1764630702.282986,0.036001,Value,1344,32832
1764630702.282990,0.028849,Value,1344,32832
1764630702.292827,0.006199,Value,1632,36768
1764630702.292984,0.042915,Value,1632,36768
1764630702.293011,0.050545,Range,1632,36768
1764630702.293016,0.045538,Value,1632,36768
1764630702.293020,0.042677,Value,1632,36768
1764630702.302645,0.005960,Value,1824,38304
1764630702.303005,0.051737,Range,1824,38304
1764630702.303010,0.051498,Value,1824,38304
1764630702.303019,0.043631,Range,1824,38304
1764630702.303026,0.030279,Range,1824,38304
1764630702.312678,0.006437,Value,2112,41184
1764630702.313008,0.048876,Range,2112,41184
1764630702.313014,0.048876,Value,2112,41184
1764630702.313020,0.037909,Range,2112,41184
1764630702.313023,0.022888,Value,2112,41184
1764630702.322777,0.007153,Value,2688,44640
1764630702.323014,0.041962,Value,2688,44640
1764630702.323044,0.062704,Range,2688,44640
1764630702.323050,0.055552,Value,2688,44640
1764630702.323056,0.046968,Range,2688,44640
1764630702.332827,0.012875,Value,3264,50112
1764630702.333015,0.032663,Value,3264,50112
1764630702.333020,0.025511,Value,3264,50112
1764630702.333023,0.021935,Value,3264,50112
1764630702.333027,0.016928,Value,3264,50112
1764630702.342738,0.018358,Range,3360,52128
1764630702.343033,0.036955,Value,3360,52128
1764630702.343039,0.030756,Value,3360,52128
1764630702.343043,0.023603,Value,3360,52128
1764630702.343046,0.022888,Value,3360,52128
1764630702.352866,0.012636,Range,3552,57984
1764630702.353052,0.042915,Value,3552,57984
1764630702.353078,0.054598,Range,3552,57984
1764630702.353087,0.049591,Range,3552,57984
1764630702.353101,0.054598,Range,3552,57984
1764630702.362858,0.018358,Range,3936,62304
1764630702.363128,0.104427,Range,3936,62304
1764630702.363134,0.102997,Value,3936,62304
1764630702.363138,0.098228,Value,3936,62304
1764630702.363144,0.094414,Range,3936,62304
1764630702.372827,0.010490,Range,4032,66912
